Código do Termo;Termo;Apresentação;Laboratório;Data de início de vigência;Data de fim de vigência;Data de fim de implantação;REGISTRO ANVISA
90215133;PAMIGEN;1 G PÓ LIOF INJ IV CT FA VD INC X 50 ML ;ZODIAC PRODUTOS FARMACÊUTICOS S/A;2012-10-10;;2014-08-31;1221400790026
90215141;PAMIGEN;200 MG PÓ LIOF INJ IV CT FA VD INC X 10 ML ;ZODIAC PRODUTOS FARMACÊUTICOS S/A;2012-10-10;;2014-08-31;1221400790018
90002164;CLORIDRATO DE GENCITABINA;200 MG PO LIOF INJ CT FA VD INC X 10 ML;ACCORD FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1553700110011
90002156;CLORIDRATO DE GENCITABINA;1000 MG PO LIOF INJ CT FA VD INC X 50 ML;ACCORD FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1553700110028
90415191;GENABYX;200 MG PO LIOF INJ CT FA VD INC X 10 ML;ACCORD FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1553700610012
90415205;GENABYX;1000 MG PO LIOF INJ CT FA VD INC X 50 ML;ACCORD FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1553700610020
90417992;MYLZAR;200 MG PÓ LIOF SOL INJ IV CT FA VD TRANS X 10ML;MYLAN LABORATORIOS LTDA;2019-03-01;;2019-05-31;1883000470014
90418000;MYLZAR;200 MG PÓ LIOF SOL INJ IV CT 5 FA VD TRANS X 10ML;MYLAN LABORATORIOS LTDA;2019-03-01;;2019-05-31;1883000470022
90418018;MYLZAR;200 MG PÓ LIOF SOL INJ IV CT 10 FA VD TRANS X 10ML;MYLAN LABORATORIOS LTDA;2019-03-01;;2019-05-31;1883000470030
90418026;MYLZAR;1 G PÓ LIOF SOL INJ IV CT FA VD TRANS X 50ML;MYLAN LABORATORIOS LTDA;2019-03-01;;2019-05-31;1883000470049
90418034;MYLZAR;1 G PÓ LIOF SOL INJ IV CT 5 FA VD TRANS X 50ML;MYLAN LABORATORIOS LTDA;2019-03-01;;2019-05-31;1883000470057
90418042;MYLZAR;1 G PÓ LIOF SOL INJ IV CT 10 FA VD TRANS X 50ML;MYLAN LABORATORIOS LTDA;2019-03-01;;2019-05-31;1883000470065
90400100;EVOMID;5 MG PO LIOF INJ CT FA VD TRANS;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800280017
90400119;EVOMID;10 MG PO LIOF INJ CT FA VD TRANS;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800280025
90133820;ZAVEDOS;10 MG PO LIOF INJ CT FA VD INC (REST HOSP);LABORATÓRIOS PFIZER LTDA;2012-10-10;;2014-08-31;1021601740023
90133846;ZAVEDOS;5 MG PO LIOF INJ CT FA VD INC (REST HOSP);LABORATÓRIOS PFIZER LTDA;2012-10-10;;2014-08-31;1021601740015
90381653;EVOMID;10 MG PO LIOF INJ CT FA VD TRANS;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1211003450027
90381661;EVOMID;5 MG PO LIOF INJ CT FA VD TRANS;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1211003450019
90381777;ZAVEDOS;10 MG PO LIOF INJ CT FA VD TRANS;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1211003620021
90381785;ZAVEDOS;5 MG PO LIOF INJ CT FA VD TRANS;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1211003620011
90008677;PROTO-ITECAN;20MG/ML SOL INJ CT FR AMP VD AMB X 5ML ;ANTIBIÓTICOS DO BRASIL LTDA;2012-10-10;;2014-08-31;1556200310014
90400003;EVOTERIN;20 MG/ML SOL INJ CT FA VD AMB X 2 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800220022
90400011;EVOTERIN;20 MG/ML SOL INJ CT FA VD AMB X 5 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800220014
90091256;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL INJ IV CT FA VD AMB X 5 ML  ;GLENMARK FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1101302350020
90091248;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL INJ IV CT FA VD AMB X 2 ML  ;GLENMARK FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1101302350012
90130006;LIBRATECAM;20 MG/ML SOL INJ FA VD AMB X 7,5 ML;LABORATÓRIOS LIBRA DO BRASIL LTDA;2016-01-01;;2016-03-31;1206900370014
90230809;CAMPTOSAR;20 MG/ML SOL INJ CT FA PLAS AMB X 2 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;2012-10-10;;2014-08-31;1021601470034
90230817;CAMPTOSAR;20 MG/ML SOL INJ CT FA PLAS AMB X 5 ML (REST HOSP) ;LABORATÓRIOS PFIZER LTDA;2012-10-10;;2014-08-31;1021601470042
90130880;CAMPTOSAR;20 MG/ML SOL INJ CT FA VD AMB X 2 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;2012-10-10;;2014-08-31;1021601470018
90130898;CAMPTOSAR;20 MG/ML SOL INJ CT FA VD AMB X 5 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;2012-10-10;;2014-08-31;1021601470026
90381637;IRIMAC;20 MG/ML SOL INJ CT FA PLAS AMB X 2 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1211003460014
90381645;IRIMAC;20 MG/ML SOL INJ CT FA PLAS AMB X 5 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1211003460022
90381980;EVOTERIN;20 MG/ML SOL INJ CT FA VD AMB X 5 ML (EMB HOSP);WYETH INDÚSTRIA FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1211003730011
90381998;EVOTERIN;20 MG/ML SOL INJ CT FA VD AMB X 2 ML (EMB HOSP);WYETH INDÚSTRIA FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1211003730021
90405692;CAMPTOSAR;20 MG/ML SOL INJ CT FA PLAS AMB X 2 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211004340012
90405706;CAMPTOSAR;20 MG/ML SOL INJ CT FA PLAS AMB X 5 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211004340020
90215478;TECNOTECAN;20 MG/ML SOL INJ CT FA VD AMB X 2 ML (REST. HOSP.);ZODIAC PRODUTOS FARMACÊUTICOS S/A;2012-10-10;;2014-08-31;1221400340012
90215460;TECNOTECAN;20 MG/ML SOL INJ CT FA VD AMB X 5 ML (REST. HOSP.);ZODIAC PRODUTOS FARMACÊUTICOS S/A;2012-10-10;;2014-08-31;1221400340020
90002172;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL INJ CT FA VD AMB X 2 ML ;ACCORD FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1553700130010
90002180;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL INJ CT FA VD AMB X 5 ML ;ACCORD FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1553700130029
90415000;CLORITECAN;20 MG/ML SOL INJ CT FA VD AMB X 2 ML ;ACCORD FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1553700560015
90415019;CLORITECAN;20 MG/ML SOL INJ CT FA VD AMB X 5 ML ;ACCORD FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1553700560023
90251180;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL INJ IV CT 10 FA VD AMB X 5 ML;EUROFARMA LABORATÓRIOS S.A.;2013-12-01;;2014-08-31;1004308910034
90361148;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL INJ CT FA VD AMB X 2 ML ;FRESENIUS KABI BRASIL LTDA;2017-04-10;;2017-07-09;1004101560018
90361156;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL INJ CT FA VD AMB X 5 ML;FRESENIUS KABI BRASIL LTDA;2017-04-10;;2017-07-09;1004101560026
90265726;TREBYXAN;20 MG/ML SOL INJ CT 50 FA VD AMB X 5 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;2013-12-01;;2014-08-31;1064601930063
90265688;TREBYXAN;20 MG/ML SOL INJ CT 10 FA VD AMB X 2 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;2013-12-01;;2014-08-31;1064601930020
90265696;TREBYXAN;20 MG/ML SOL INJ CT 50 FA VD AMB X 2 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;2013-12-01;;2014-08-31;1064601930039
90265700;TREBYXAN;20 MG/ML SOL INJ CT FA VD AMB X 5 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;2013-12-01;;2014-08-31;1064601930047
90265718;TREBYXAN;20 MG/ML SOL INJ CT 10 FA VD AMB X 5 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;2013-12-01;;2014-08-31;1064601930055
90265670;TREBYXAN;20 MG/ML SOL INJ CT FA VD AMB X 2 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;2013-12-01;;2014-08-31;1064601930012
90343972;EVOTERIN;20 MG/ML SOL INJ CT FA VD AMB X 5 ML (EMB HOSP);HOSPIRA PRODUTOS HOSPITALARES LTDA;2016-06-01;;2016-08-31;1625000100012
90203216;TEVAIRINOT;20 MG/ML SOL INJ IV CT FA VD AMB X 2 ML;TEVA FARMACÊUTICA LTDA.;2012-10-10;;2014-08-31;1557300120010
90203224;TEVAIRINOT;20 MG/ML SOL INJ IV CT FA VD AMB X 5 ML;TEVA FARMACÊUTICA LTDA.;2012-10-10;;2014-08-31;1557300120029
90343980;EVOTERIN;20 MG/ML SOL INJ CT FA VD AMB X 2 ML (EMB HOSP);HOSPIRA PRODUTOS HOSPITALARES LTDA;2016-06-01;;2016-08-31;1625000100020
90400020;EVOMIXAN;2 MG/ML SOL INJ CT FA VD AMB X 10 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800190018
90384903;VOTRIENT;200 MG COM REV CT FR PLAS OPC X 30 ;NOVARTIS BIOCIENCIAS S.A;2018-01-01;;2018-03-31;1006811360010
90384911;VOTRIENT;400 MG COM REV CT FR PLAS OPC X 30 ;NOVARTIS BIOCIENCIAS S.A;2018-01-01;;2018-03-31;1006811360037
90384920;VOTRIENT;400 MG COM REV CT FR PLAS OPC X 60;NOVARTIS BIOCIENCIAS S.A;2018-01-01;;2018-03-31;1006811360045
90400143;EVOTECAN;4 MG PÓ LIOF INJ CT FA VD TRANS ;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800290012
90309472;HYCAMTIN;0,25 MG CAP GEL DURA CT BL ALU PLAS OPC X 10;GLAXOSMITHKLINE BRASIL LTDA;2016-01-01;;2016-03-31;1010701080038
90309480;HYCAMTIN;1,0 MG CAP GEL DURA CT BL ALU PLAS OPC X 10;GLAXOSMITHKLINE BRASIL LTDA;2016-01-01;;2016-03-31;1010701080046
90381670;EVOTECAN;4 MG PÓ LIOF INJ CT FA VD TRANS ;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1211003440013
90158938;TOPORAN;4 MG PÓ LIOF INJ IV CT FA VD INC;UCB BIOPHARMA LTDA.;2018-01-01;;2018-03-31;1236100690016
90384989;HYCAMTIN;4 MG PO LIOF SOL INJ CT FA VD TRANS X 4 ML;NOVARTIS BIOCIENCIAS S.A;2019-03-01;;2018-03-31;1006811400012
90215010;ONCOTECAN;4 MG PO LIOF INJ CT FA VD INC X 10 ML (REST HOSP);ZODIAC PRODUTOS FARMACÊUTICOS S/A;2012-10-10;;2014-08-31;1221400450012
90344138;EVOTECAN;4 MG PÓ LIOF INJ CT FA VD INC ;HOSPIRA PRODUTOS HOSPITALARES LTDA;2016-06-01;;2016-08-31;1625000180016
90282213;CLORIDRATO DE TOPOTECANA;4 MG PO LIOF SOL INJ CT FA VD TRANS X 5 ML;ACCORD FARMACÊUTICA LTDA;2013-12-01;;2014-08-31;1553700290018
90282221;TOPOTACX;4 MG PO LIOF SOL INJ CT FA VD TRANS X 5 ML;ACCORD FARMACÊUTICA LTDA;2013-12-01;;2014-08-31;1553700300013
90351282;XALKORI;200 MG CAP DUR CT BL AL PLAS TRANS X 60;LABORATÓRIOS PFIZER LTDA;2016-10-01;;2016-12-31;1021602410027
90351290;XALKORI;200 MG CAP DUR CT FR PLAS OPC X 60 ;LABORATÓRIOS PFIZER LTDA;2016-10-01;;2016-12-31;1021602410035
90351304;XALKORI;250 MG CAP DUR CT BL AL PLAS TRANS X 60;LABORATÓRIOS PFIZER LTDA;2016-10-01;;2016-12-31;1021602410051
90351312;XALKORI;250 MG CAP DUR CT FR PLAS OPC X 60;LABORATÓRIOS PFIZER LTDA;2016-10-01;;2016-12-31;1021602410061
90068050;DACARB;200 MG PO LIOF SOL INJ CT 10 FA VD AMB (REST HOSP);EUROFARMA LABORATÓRIOS S.A.;2016-01-01;;2016-03-31;1004306360037
90400038;EVODAZIN;100 MG PÓ LIOF SOL INJ IV CT FA VD TRANS X 10 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800170017
90400046;EVODAZIN;200 MG PÓ LIOF SOL INJ IV CT FA VD TRANS X 20 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800170033
90223551;ASERCIT;200 MG PO LIOF INJ CX FA VD AMB (REST HOSP);FRESENIUS KABI BRASIL LTDA;2012-10-10;;2014-08-31;1004101420046
90223560;ASERCIT;100 MG PO LIOF INJ CX FA VD AMB (REST HOSP);FRESENIUS KABI BRASIL LTDA;2012-10-10;;2014-08-31;1004101420038
90120922;DACARBAZINA;200 MG PO LIOF SOL INJ CT FA VD AMB;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;2012-10-10;;2014-08-31;1064601840048
90405412;EVODAZIN;100 MG PÓ LIOF SOL INJ IV CT FA VD INC X 10 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211003490010
90405420;EVODAZIN;200 MG PÓ LIOF SOL INJ IV CT FA VD INC X 20 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211003490037
90144325;FAULDACAR;600 MG PÓ LIOF INJ CT FA VD AMB ;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301360030
90144317;FAULDACAR;200 MG PÓ LIOF INJ CT FA VD AMB ;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301360022
90158288;D.T.I. / DACARBACINA;100 MG PO LIOF INJ CX CT 1 FA VD AMB (REST HOSP);UCB BIOPHARMA LTDA.;2018-01-01;;2018-03-31;1236100280012
90158296;D.T.I. / DACARBACINA;200 MG PO LIOF INJ CX CT FA VD AMB (REST HOSP);UCB BIOPHARMA LTDA.;2018-01-01;;2018-03-31;1236100280020
90380720;DALINVI;100 MG SOL DIL INJ CT FA VD TRANS X 5 ML;JANSSEN-CILAG FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1123634140011
90380738;DALINVI;400 MG SOL DIL INJ CT FA VD TRANS X 20 ML;JANSSEN-CILAG FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1123634140036
90035739;SPRYCEL;20 MG COM REV CT FR PLAS OPC X 60;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1018003920036
90035747;SPRYCEL;50 MG COM REV CT FR PLAS OPC X 60 ;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1018003920060
90219821;SPRYCEL;100 MG COM REV CT FR PLAS OPC X 30;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1018003920109
90219830;SPRYCEL;140 MG COM REV CT FR PLAS OPC X 30;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1018003920117
90377087;REDTIBIN;50 MG PO LIOF SOL INJ CT FA VD TRANS;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;2018-01-01;;2018-03-31;1514300250018
90377150;DECITABINA;50 MG PO LIOF SOL INJ CT FA VD TRANS;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;2018-01-01;;2018-03-31;1514300210016
90105699;DACOGEN;50 MG PO LIOF INJ CT FA VD INC;JANSSEN-CILAG FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1123633900010
90003527;DECADRON;0,5 MG COM CT BL AL PLAS INC X 20;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;2016-01-01;;2016-03-31;1057303030010
90003535;DECADRON;0,75 MG COM CT BL AL PLAS INC X 20;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;2016-01-01;;2016-03-31;1057303030029
90003560;DECADRON;4,0 MG COM CT BL AL PLAS INC X 10;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;2016-01-01;;2016-03-31;1057303030037
90003519;DECADRON;0,1 MG/ML ELX CT FR VD AMB X 120 ML + COP;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;2016-01-01;;2016-03-31;1057303030045
90297474;MAXIDEX;1,0 MG/G POM OFT CT BG AL X 3,5 G;NOVARTIS BIOCIENCIAS S.A;2016-01-01;;2016-03-31;1006810970011
90297482;MAXIDEX;1,0 MG/ML SUS OFT CT FR PLAS TRANS GOT X 5 ML;NOVARTIS BIOCIENCIAS S.A;2016-01-01;;2016-03-31;1006810970028
90006909;OZURDEX;0,7 MG IMPL IVIT BL APL CT;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;2012-10-10;;2014-08-31;1014701760015
90022742;DEXAGLOS;0,1 MG/ML ELX CT FR VD AMB X 100 ML;BELFAR LTDA;2012-10-10;;2014-08-31;1057100380025
90374495;NEODEX;0,1MG/ML ELX CT FR VD AMB X 120ML  ;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;2018-01-01;;2018-03-31;1558403540010
90397070;DEXAMETASONA;0,1 MG/ML ELX CT FR VD AMB X 120 ML + CP MED;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;2019-03-01;;2019-05-31;1558402530021
90301838;DEXADEN;0,1MG/ML ELX CT FR VD AMB X 100 ML + COP;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1156001000109
90055560;DEXAMETASONA;0,1 MG/ML ELX CT FR VD AMB X 120 ML;EMS S/A;2012-10-10;;2014-08-31;1023505150012
90055551;DEXAMETASONA;4 MG COM CT BL AL PLAS OPC X 10   ;EMS S/A;2012-10-10;;2014-08-31;1023507020434
90069099;KOIDEXA;0,1MG/ML ELX CT FR VD AMB X 120ML + CP MED;EUROFARMA LABORATÓRIOS S.A.;2016-01-01;;2016-03-31;1004309660031
90072626;DEXAMETASONA;0,1 MG/ML ELX CX 60 FR PET AMB X 120 ML + 60 CP MED (EMB HOSP);FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA;2012-10-10;;2014-08-31;1108500350059
90072537;DEXAMETASONA;0,1 MG/ML ELX CT FR PET AMB X 100 ML + CP MED;FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA;2012-10-10;;2014-08-31;1108500350016
90072618;DEXAMETASONA;0,1 MG/ML ELX CX 60 FR PET AMB X 100 ML + 60 CP MED (EMB HOSP);FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA;2012-10-10;;2014-08-31;1108500350024
90079396;DEXAMETASONA;0,1 MG/ML ELX CT FR VD AMB X 120 ML + CP MED;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;2012-10-10;;2014-08-31;1542300730015
90280725;DEXAMETASONA+SULFATO DE NEOMICINA+SULFATO DE POLIMIXINA B;1,0 MG/ML + 3,5 MG/ML + 6.000 UI/ML SUS OFT CT FR PLAS OPC GOT X 5 ML ;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;2013-12-01;;2014-08-31;1542301910017
90280628;MAXIVIEW;1,0 MG/ML + 3,5 MG/ML + 6.000 UI/ML SUS OFT CT FR PLAS OPC GOT X 5 ML;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;2013-12-01;;2014-08-31;1542301880010
90078977;BEXETON;0,1 MG/ML ELX CT FR VD AMB X 120 ML + CP MED;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;2012-10-10;;2014-08-31;1542301560016
90116968;DEXAMETASONA;0,1 MG/ML ELX CT FR VD AMB X 120 ML + CP MED;LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;2012-10-10;;2014-08-31;1046501030021
90118740;NEODEX;1MG CREM DERM CT BG AL X 15 G;LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;2012-10-10;;2014-08-31;1046500270019
90137213;DEXAMETASONA;0,1MG/ML ELX CT FR PET AMB X 100ML + CP MED;LABORATÓRIO TEUTO BRASILEIRO S/A;2012-10-10;;2014-08-31;1037002840027
90137230;DEXAMETASONA;4 MG COM CT BL AL PLAS AMB X 10;LABORATÓRIO TEUTO BRASILEIRO S/A;2012-10-10;;2014-08-31;1037005520015
90259106;DEXAMETASONA;4MG COM CT BL AL PLAS AMB X 200 (EMB HOSP);LABORATÓRIO TEUTO BRASILEIRO S/A;2013-12-01;;2014-08-31;1037005520023
90312139;DEXASON;4MG COM CT BL AL PLAS AMB X 10;LABORATÓRIO TEUTO BRASILEIRO S/A;2016-01-01;;2016-03-31;1037000600169
90339630;DEXASON;0,1 MG/ML ELX CT FR PET AMB X 100 ML + CP MED;LABORATÓRIO TEUTO BRASILEIRO S/A;2016-06-01;;2016-08-31;1037000600142
90362187;DEXASON;4MG COM CT BL AL PLAS PVDC 250/120 OPC BRANCO X 10;LABORATÓRIO TEUTO BRASILEIRO S/A;2017-04-10;;2017-07-09;1037000600185
90404220;DEXAMETASONA;4MG COM CT BL AL PLAS OPC X 200;LABORATÓRIO TEUTO BRASILEIRO S/A;2019-03-01;;2019-05-31;1037005520112
90404246;DEXAMETASONA;4MG COM CT BL AL PLAS OPC X 10;LABORATÓRIO TEUTO BRASILEIRO S/A;2019-03-01;;2019-05-31;1037005520104
90352408;DEXAMETASONA;0,1 MG/ML ELX CT FR VD AMB X 120 ML + CP MED X 10 ML;SANOFI MEDLEY FARMACÊUTICA LTDA.;2019-10-01;;2016-12-31;1832601040028
90175824;CORTIDEX;0,1% CREM DERM CT BG AL X 10 G;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;2012-10-10;;2014-08-31;1410700530086
90240677;ACETAZONA;1 MG/G CREME DERM CT BG AL X 10 G;THEODORO F SOBRAL & CIA LTDA;2012-10-10;;2014-08-31;1096300460058
90240685;ACETAZONA;1 MG/G CREME DERM CX 100 BG AL X 10 G (EMB HOSP);THEODORO F SOBRAL & CIA LTDA;2012-10-10;;2014-08-31;1096300460066
90267257;ACETAZONA;0,1 MG/ML ELX CT FR PLAS AMB X 120 ML + CP 15 ML;THEODORO F SOBRAL & CIA LTDA;2013-12-01;;2014-08-31;1096300460041
90267249;ACETAZONA;0,1 MG/ML ELX CX 60 FR PLAS AMB X 120 ML + CP 15 ML (EMB. HOSP.) ;THEODORO F SOBRAL & CIA LTDA;2013-12-01;;2014-08-31;1096300460023
90322860;ACETAZONA;0,1 MG/ML ELX CX 40 FR PLAS AMB X 120 ML + CP 15 ML (EMB. HOSP.);THEODORO F SOBRAL & CIA LTDA;2016-01-01;;2016-03-31;1096300460031
90208005;DEXANOM;1 MG/ML SUS OFT CT FR PLAS OPC GOT X 5 ML;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;2012-10-10;;2014-08-31;1049713010019
90212380;DEXAMEX;1,0 MG/G CREM DERM CT BG AL X 10 G;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;2016-06-01;;2016-08-31;1039200670213
90212401;DEXAMEX;1,0 MG/G CREM DERM CT 50 BG AL X 10 G;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;2016-06-01;;2016-08-31;1039200670221
90430255;DEXAMETASONA;4 MG COM CT BL AL PLAS OPC X 10;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;2019-06-01;;2019-08-31;1677305180012
90431138;DEXAMETASONA;0,1 MG/ML ELX CT FR VD AMB X 120 ML + COP;EMS S/A;2019-06-01;;2019-08-31;1023505150020
90421370;KOIDEXA;0,1MG/ML ELX CT FR VD AMB X 120ML + COP;MOMENTA FARMACÊUTICA LTDA.;2019-03-01;;2019-05-31;1942700630031
90348141;GIOTRIF;30 MG COM REV CT ENVOL BL AL PLAS TRANS X 28;BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;2016-10-01;;2016-12-31;1036701740023
90348150;GIOTRIF;40 MG COM REV CT ENVOL BL AL PLAS TRANS X 28;BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;2016-10-01;;2016-12-31;1036701740031
90384776;MEKINIST;0.5 MG/DOSE COM REV CT FR PLAS OPC X 30;NOVARTIS BIOCIENCIAS S.A;2018-01-01;;2018-03-31;1006811270021
90384784;MEKINIST;2 MG/DOSE COM REV CT FR PLAS OPC X 30;NOVARTIS BIOCIENCIAS S.A;2018-01-01;;2018-03-31;1006811270011
90384954;TYKERB;250 MG COM REV FR PLAS OPC X 70;NOVARTIS BIOCIENCIAS S.A;2018-01-01;;2018-03-31;1006811370024
90068351;DOCETAXEL;20 MG SOL INJ CT FA VD INC X 0,5 ML + AMP DIL VD INC X 1,5 ML ;EUROFARMA LABORATÓRIOS S.A.;2016-01-01;;2016-03-31;1004300380011
90068360;DOCETAXEL;80 MG SOL INJ CT FA VD INC X 2,0 ML + AMP DIL VD INC X 6,0 ML;EUROFARMA LABORATÓRIOS S.A.;2016-01-01;;2016-03-31;1004300380028
90091302;DOCETAXEL;40MG/ML SOL INJ IV CT FA VD AMB X 0,5 ML + DIL FA VD INC X 1,5 ML;GLENMARK FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1101302330011
90091310;DOCETAXEL;40MG/ML SOL INJ IV CT FA VD AMB X 2,0 ML + DIL FA VD INC X 6,0 ML;GLENMARK FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1101302330021
90381475;DOCEGLENNU;20 MG/ML SOL INJ IV CT FA VD TRANS X 1 ML;GLENMARK FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1101302820019
90381483;DOCEGLENNU;20 MG/ML SOL INJ IV CT FA VD TRANS X 4 ML;GLENMARK FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1101302820027
90404769;DOCETAXEL;20 MG/ML SOL INJ IV CT FA VD TRANS X 1 ML;GLENMARK FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1101302810013
90404777;DOCETAXEL;20 MG/ML SOL INJ IV CT FA VD TRANS X 4 ML;GLENMARK FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1101302810021
90144236;DOCELIBBS;40MG/ML SOL INJ CT FA VD INC X 2ML + DIL FA VD INC X 6ML;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301210020
90144228;DOCELIBBS;40 MG/ML SOL INJ CT FA VD INC X 0,5 ML + DIL FA VD INC X 1,5 ML;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301210012
