cd_procedimento,termo,categoria,tot_qt,tot_vl,mean_vl
30212014,CERVICOTOMIA EXPLORADORA,5 a 9,22,38274.88,1739.77
30212014,CERVICOTOMIA EXPLORADORA,50 a 59,177,209603.92,1184.2
30212014,CERVICOTOMIA EXPLORADORA,60 a 69,135,162516.56,1203.83
30212014,CERVICOTOMIA EXPLORADORA,70 a 79,90,95847.64,1064.97
30212014,CERVICOTOMIA EXPLORADORA,80 ou mais,63,79159.08,1256.49
30212014,CERVICOTOMIA EXPLORADORA,<1,8,7821.21,977.65
30212014,CERVICOTOMIA EXPLORADORA,Não identificado,7,5097.64,728.23
30212022,DRENAGEM DE ABSCESSO CERVICAL PROFUNDO,1 a 4,48,64124.75,1335.93
30212022,DRENAGEM DE ABSCESSO CERVICAL PROFUNDO,10 a 14,17,10845.46,637.97
30212022,DRENAGEM DE ABSCESSO CERVICAL PROFUNDO,15 a 19,42,25566.58,608.73
30212022,DRENAGEM DE ABSCESSO CERVICAL PROFUNDO,20 a 29,126,88612.3,703.27
30212022,DRENAGEM DE ABSCESSO CERVICAL PROFUNDO,30 a 39,144,86853.17,603.15
30212022,DRENAGEM DE ABSCESSO CERVICAL PROFUNDO,40 a 49,123,82885.98,673.87
30212022,DRENAGEM DE ABSCESSO CERVICAL PROFUNDO,5 a 9,38,40243.49,1059.04
30212022,DRENAGEM DE ABSCESSO CERVICAL PROFUNDO,50 a 59,95,55848.99,587.88
30212022,DRENAGEM DE ABSCESSO CERVICAL PROFUNDO,60 a 69,78,50778.3,651
30212022,DRENAGEM DE ABSCESSO CERVICAL PROFUNDO,70 a 79,45,32528.51,722.86
30212022,DRENAGEM DE ABSCESSO CERVICAL PROFUNDO,80 ou mais,36,31047.25,862.42
30212022,DRENAGEM DE ABSCESSO CERVICAL PROFUNDO,<1,23,20097.97,873.82
30212022,DRENAGEM DE ABSCESSO CERVICAL PROFUNDO,Não identificado,12,9972.46,831.04
30212030,ESVAZIAMENTO CERVICAL RADICAL (ESPECIFICAR O LADO),10 a 14,6,16946.44,2824.41
30212030,ESVAZIAMENTO CERVICAL RADICAL (ESPECIFICAR O LADO),15 a 19,18,18956.07,1053.12
30212030,ESVAZIAMENTO CERVICAL RADICAL (ESPECIFICAR O LADO),20 a 29,83,125701.45,1514.48
30212030,ESVAZIAMENTO CERVICAL RADICAL (ESPECIFICAR O LADO),30 a 39,179,323553.33,1807.56
30212030,ESVAZIAMENTO CERVICAL RADICAL (ESPECIFICAR O LADO),40 a 49,199,288540.68,1449.95
30212030,ESVAZIAMENTO CERVICAL RADICAL (ESPECIFICAR O LADO),5 a 9,6,9096.48,1516.08
30212030,ESVAZIAMENTO CERVICAL RADICAL (ESPECIFICAR O LADO),50 a 59,151,230354.57,1525.53
30212030,ESVAZIAMENTO CERVICAL RADICAL (ESPECIFICAR O LADO),60 a 69,134,207558.01,1548.94
30212030,ESVAZIAMENTO CERVICAL RADICAL (ESPECIFICAR O LADO),70 a 79,92,158479.95,1722.61
30212030,ESVAZIAMENTO CERVICAL RADICAL (ESPECIFICAR O LADO),80 ou mais,33,49234.76,1491.96
30212030,ESVAZIAMENTO CERVICAL RADICAL (ESPECIFICAR O LADO),<1,1,275,275
30212030,ESVAZIAMENTO CERVICAL RADICAL (ESPECIFICAR O LADO),Não identificado,10,13601.25,1360.12
30212049,ESVAZIAMENTO CERVICAL RADICAL AMPLIADO,1 a 4,1,2533.32,2533.32
30212049,ESVAZIAMENTO CERVICAL RADICAL AMPLIADO,10 a 14,5,19101.14,3820.23
30212049,ESVAZIAMENTO CERVICAL RADICAL AMPLIADO,15 a 19,6,15122.53,2520.42
30212049,ESVAZIAMENTO CERVICAL RADICAL AMPLIADO,20 a 29,57,129788.8,2277
30212049,ESVAZIAMENTO CERVICAL RADICAL AMPLIADO,30 a 39,142,426647.49,3004.56
30212049,ESVAZIAMENTO CERVICAL RADICAL AMPLIADO,40 a 49,145,336797.11,2322.74
30212049,ESVAZIAMENTO CERVICAL RADICAL AMPLIADO,5 a 9,1,60,60
30212049,ESVAZIAMENTO CERVICAL RADICAL AMPLIADO,50 a 59,114,281116.5,2465.93
30212049,ESVAZIAMENTO CERVICAL RADICAL AMPLIADO,60 a 69,84,191044.24,2274.34
30212049,ESVAZIAMENTO CERVICAL RADICAL AMPLIADO,70 a 79,71,167257.14,2355.73
30212049,ESVAZIAMENTO CERVICAL RADICAL AMPLIADO,80 ou mais,15,36496.5,2433.1
30212049,ESVAZIAMENTO CERVICAL RADICAL AMPLIADO,Não identificado,10,19440.73,1944.07
30212057,ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO),1 a 4,3,1287.28,429.09
30212057,ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO),10 a 14,15,19355.05,1290.34
30212057,ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO),15 a 19,46,41800.27,908.7
30212057,ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO),20 a 29,270,303648.42,1124.62
30212057,ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO),30 a 39,635,800223.759999999,1260.19
30212057,ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO),40 a 49,568,573563.38,1009.79
30212057,ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO),5 a 9,7,6996.14,999.45
30212057,ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO),50 a 59,430,424416.02,987.01
30212057,ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO),60 a 69,315,319842.52,1015.37
30212057,ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO),70 a 79,170,169902.83,999.43
30212057,ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO),80 ou mais,67,61799.97,922.39
30212057,ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO),Não identificado,30,31825.56,1060.85
30212065,EXÉRESE DE CISTO BRANQUIAL,1 a 4,81,84929.13,1048.51
30212065,EXÉRESE DE CISTO BRANQUIAL,10 a 14,25,23273.76,930.95
30212065,EXÉRESE DE CISTO BRANQUIAL,15 a 19,19,26483.13,1393.85
30212065,EXÉRESE DE CISTO BRANQUIAL,20 a 29,46,74460.86,1618.71
30212065,EXÉRESE DE CISTO BRANQUIAL,30 a 39,51,73219.9,1435.68
30212065,EXÉRESE DE CISTO BRANQUIAL,40 a 49,16,18246.16,1140.38
30212065,EXÉRESE DE CISTO BRANQUIAL,5 a 9,37,37948.81,1025.64
30212065,EXÉRESE DE CISTO BRANQUIAL,50 a 59,9,8940.01,993.33
30212065,EXÉRESE DE CISTO BRANQUIAL,60 a 69,9,9423.37,1047.04
30212065,EXÉRESE DE CISTO BRANQUIAL,70 a 79,4,6666.38,1666.59
30212065,EXÉRESE DE CISTO BRANQUIAL,<1,20,20606.41,1030.32
30212065,EXÉRESE DE CISTO BRANQUIAL,Não identificado,4,3572.25,893.06
30212073,EXÉRESE DE CISTO TIREOGLOSSO,1 a 4,94,114064.36,1213.45
30212073,EXÉRESE DE CISTO TIREOGLOSSO,10 a 14,35,31653.92,904.4
30212073,EXÉRESE DE CISTO TIREOGLOSSO,15 a 19,22,22943.94,1042.91
30212073,EXÉRESE DE CISTO TIREOGLOSSO,20 a 29,73,74408.54,1019.3
30212073,EXÉRESE DE CISTO TIREOGLOSSO,30 a 39,75,94858.9,1264.79
30212073,EXÉRESE DE CISTO TIREOGLOSSO,40 a 49,53,55473.51,1046.67
30212073,EXÉRESE DE CISTO TIREOGLOSSO,5 a 9,74,70247.35,949.29
30212073,EXÉRESE DE CISTO TIREOGLOSSO,50 a 59,37,38358.71,1036.72
30212073,EXÉRESE DE CISTO TIREOGLOSSO,60 a 69,17,20666.3,1215.66
30212073,EXÉRESE DE CISTO TIREOGLOSSO,70 a 79,2,3210.26,1605.13
30212073,EXÉRESE DE CISTO TIREOGLOSSO,80 ou mais,1,1971.53,1971.53
30212073,EXÉRESE DE CISTO TIREOGLOSSO,<1,7,7788.6,1112.66
30212073,EXÉRESE DE CISTO TIREOGLOSSO,Não identificado,3,3740.12,1246.71
30212081,"EXÉRESE DE TUMOR BENIGNO, CISTO OU FÍSTULA CERVICAL",1 a 4,43,43614.8,1014.3
30212081,"EXÉRESE DE TUMOR BENIGNO, CISTO OU FÍSTULA CERVICAL",10 a 14,24,35525.69,1480.24
30212081,"EXÉRESE DE TUMOR BENIGNO, CISTO OU FÍSTULA CERVICAL",15 a 19,29,20166.66,695.4
30212081,"EXÉRESE DE TUMOR BENIGNO, CISTO OU FÍSTULA CERVICAL",20 a 29,80,126811.7,1585.15
30212081,"EXÉRESE DE TUMOR BENIGNO, CISTO OU FÍSTULA CERVICAL",30 a 39,159,147870.64,930
30212081,"EXÉRESE DE TUMOR BENIGNO, CISTO OU FÍSTULA CERVICAL",40 a 49,158,170760.12,1080.76
30212081,"EXÉRESE DE TUMOR BENIGNO, CISTO OU FÍSTULA CERVICAL",5 a 9,46,49792.8,1082.45
30212081,"EXÉRESE DE TUMOR BENIGNO, CISTO OU FÍSTULA CERVICAL",50 a 59,119,106693.87,896.59
30212081,"EXÉRESE DE TUMOR BENIGNO, CISTO OU FÍSTULA CERVICAL",60 a 69,69,86708.47,1256.64
30212081,"EXÉRESE DE TUMOR BENIGNO, CISTO OU FÍSTULA CERVICAL",70 a 79,32,24788.86,774.65
30212081,"EXÉRESE DE TUMOR BENIGNO, CISTO OU FÍSTULA CERVICAL",80 ou mais,12,10233.03,852.75
30212081,"EXÉRESE DE TUMOR BENIGNO, CISTO OU FÍSTULA CERVICAL",<1,11,11999.55,1090.87
30212081,"EXÉRESE DE TUMOR BENIGNO, CISTO OU FÍSTULA CERVICAL",Não identificado,8,4221.29,527.66
30212090,LINFADENECTOMIA PROFUNDA,1 a 4,20,10338.51,516.93
30212090,LINFADENECTOMIA PROFUNDA,10 a 14,22,16631.47,755.98
30212090,LINFADENECTOMIA PROFUNDA,15 a 19,28,15136.35,540.58
30212090,LINFADENECTOMIA PROFUNDA,20 a 29,94,42351.93,450.55
30212090,LINFADENECTOMIA PROFUNDA,30 a 39,135,83742.12,620.31
30212090,LINFADENECTOMIA PROFUNDA,40 a 49,138,83131.59,602.4
30212090,LINFADENECTOMIA PROFUNDA,5 a 9,18,9695.27,538.63
30212090,LINFADENECTOMIA PROFUNDA,50 a 59,129,82859.61,642.32
30212090,LINFADENECTOMIA PROFUNDA,60 a 69,125,87549.62,700.4
30212090,LINFADENECTOMIA PROFUNDA,70 a 79,86,43836.53,509.73
30212090,LINFADENECTOMIA PROFUNDA,80 ou mais,42,25607.11,609.69
30212090,LINFADENECTOMIA PROFUNDA,<1,1,1023.66,1023.66
30212090,LINFADENECTOMIA PROFUNDA,Não identificado,10,4999.81,499.98
30212103,LINFADENECTOMIA SUPERFICIAL,1 a 4,5,1299.69,259.94
30212103,LINFADENECTOMIA SUPERFICIAL,10 a 14,4,1566.27,391.57
30212103,LINFADENECTOMIA SUPERFICIAL,15 a 19,4,1003.88,250.97
30212103,LINFADENECTOMIA SUPERFICIAL,20 a 29,12,2478.41,206.53
30212103,LINFADENECTOMIA SUPERFICIAL,30 a 39,11,5928.13,538.92
30212103,LINFADENECTOMIA SUPERFICIAL,40 a 49,14,4652.63,332.33
30212103,LINFADENECTOMIA SUPERFICIAL,5 a 9,7,3659.33,522.76
30212103,LINFADENECTOMIA SUPERFICIAL,50 a 59,10,2372.35,237.24
30212103,LINFADENECTOMIA SUPERFICIAL,60 a 69,17,10130.43,595.91
30212103,LINFADENECTOMIA SUPERFICIAL,70 a 79,16,6554.57,409.66
30212103,LINFADENECTOMIA SUPERFICIAL,80 ou mais,11,7399.49,672.68
30212103,LINFADENECTOMIA SUPERFICIAL,<1,1,346.5,346.5
30212103,LINFADENECTOMIA SUPERFICIAL,Não identificado,2,265.7,132.85
30212111,NEUROBLASTOMA CERVICAL - EXÉRESE,20 a 29,1,2362.8,2362.8
30212111,NEUROBLASTOMA CERVICAL - EXÉRESE,30 a 39,3,6752.8,2250.93
30212111,NEUROBLASTOMA CERVICAL - EXÉRESE,40 a 49,1,2009.02,2009.02
30212111,NEUROBLASTOMA CERVICAL - EXÉRESE,50 a 59,4,19486.77,4871.69
30212111,NEUROBLASTOMA CERVICAL - EXÉRESE,60 a 69,3,12104.53,4034.84
30212111,NEUROBLASTOMA CERVICAL - EXÉRESE,<1,1,761.44,761.44
30212111,NEUROBLASTOMA CERVICAL - EXÉRESE,Não identificado,1,2245.96,2245.96
30212120,PUNÇÃO-BIÓPSIA DE PESCOÇO,10 a 14,3,128.38,42.79
30212120,PUNÇÃO-BIÓPSIA DE PESCOÇO,20 a 29,1,111.7,111.7
30212120,PUNÇÃO-BIÓPSIA DE PESCOÇO,30 a 39,2,129.31,64.66
30212120,PUNÇÃO-BIÓPSIA DE PESCOÇO,40 a 49,4,215.8,53.95
30212120,PUNÇÃO-BIÓPSIA DE PESCOÇO,50 a 59,5,1131.83,226.37
30212120,PUNÇÃO-BIÓPSIA DE PESCOÇO,60 a 69,5,2021.21,404.24
30212120,PUNÇÃO-BIÓPSIA DE PESCOÇO,70 a 79,4,384.21,96.05
30212120,PUNÇÃO-BIÓPSIA DE PESCOÇO,80 ou mais,3,368.69,122.9
30212138,RECONSTRUÇÃO DE ESÔFAGO CERVICAL,30 a 39,1,2804.3,2804.3
30212138,RECONSTRUÇÃO DE ESÔFAGO CERVICAL,40 a 49,1,453.6,453.6
30212138,RECONSTRUÇÃO DE ESÔFAGO CERVICAL,50 a 59,5,9032.42,1806.48
30212138,RECONSTRUÇÃO DE ESÔFAGO CERVICAL,60 a 69,6,10335.71,1722.62
30212138,RECONSTRUÇÃO DE ESÔFAGO CERVICAL,80 ou mais,1,544.96,544.96
30212146,RESSECÇÃO DE TUMOR DE CORPO CAROTÍDEO,20 a 29,4,16730.82,4182.7
30212146,RESSECÇÃO DE TUMOR DE CORPO CAROTÍDEO,30 a 39,7,13237.39,1891.06
30212146,RESSECÇÃO DE TUMOR DE CORPO CAROTÍDEO,40 a 49,11,55418.44,5038.04
30212146,RESSECÇÃO DE TUMOR DE CORPO CAROTÍDEO,50 a 59,7,20112.19,2873.17
30212146,RESSECÇÃO DE TUMOR DE CORPO CAROTÍDEO,60 a 69,7,15543.12,2220.45
30212146,RESSECÇÃO DE TUMOR DE CORPO CAROTÍDEO,70 a 79,2,8537.57,4268.78
30212146,RESSECÇÃO DE TUMOR DE CORPO CAROTÍDEO,80 ou mais,2,3770.24,1885.12
30212154,RETRAÇÃO CICATRICIAL CERVICAL - POR ESTÁGIO,10 a 14,4,1944.68,486.17
30212154,RETRAÇÃO CICATRICIAL CERVICAL - POR ESTÁGIO,15 a 19,5,615.1,123.02
30212154,RETRAÇÃO CICATRICIAL CERVICAL - POR ESTÁGIO,20 a 29,11,3240.11,294.56
30212154,RETRAÇÃO CICATRICIAL CERVICAL - POR ESTÁGIO,30 a 39,25,44713.91,1788.56
30212154,RETRAÇÃO CICATRICIAL CERVICAL - POR ESTÁGIO,40 a 49,33,18423.79,558.3
30212154,RETRAÇÃO CICATRICIAL CERVICAL - POR ESTÁGIO,5 a 9,3,1963.9,654.63
30212154,RETRAÇÃO CICATRICIAL CERVICAL - POR ESTÁGIO,50 a 59,13,6682.99,514.08
30212154,RETRAÇÃO CICATRICIAL CERVICAL - POR ESTÁGIO,60 a 69,12,8806.14,733.84
30212154,RETRAÇÃO CICATRICIAL CERVICAL - POR ESTÁGIO,70 a 79,5,1917.64,383.53
30212154,RETRAÇÃO CICATRICIAL CERVICAL - POR ESTÁGIO,Não identificado,2,951.51,475.76
30212162,RETRAÇÃO CICATRICIAL CERVICAL COM EMPREGO DE EXPANSORES DE TECIDO - POR ESTÁGIO,10 a 14,1,503.1,503.1
30212162,RETRAÇÃO CICATRICIAL CERVICAL COM EMPREGO DE EXPANSORES DE TECIDO - POR ESTÁGIO,20 a 29,3,1636.33,545.44
30212162,RETRAÇÃO CICATRICIAL CERVICAL COM EMPREGO DE EXPANSORES DE TECIDO - POR ESTÁGIO,60 a 69,2,1353.92,676.96
30212170,TORCICOLO CONGÊNITO - TRATAMENTO CIRÚRGICO,1 a 4,1,431.39,431.39
30212170,TORCICOLO CONGÊNITO - TRATAMENTO CIRÚRGICO,10 a 14,3,1827.32,609.11
30212170,TORCICOLO CONGÊNITO - TRATAMENTO CIRÚRGICO,15 a 19,2,1951.3,975.65
30212170,TORCICOLO CONGÊNITO - TRATAMENTO CIRÚRGICO,40 a 49,1,1235.2,1235.2
30212170,TORCICOLO CONGÊNITO - TRATAMENTO CIRÚRGICO,5 a 9,1,1295.52,1295.52
30212189,TRATAMENTO CIRÚRGICO DA LIPOMATOSE CERVICAL,1 a 4,1,2862.79,2862.79
30212189,TRATAMENTO CIRÚRGICO DA LIPOMATOSE CERVICAL,10 a 14,1,1663.17,1663.17
30212189,TRATAMENTO CIRÚRGICO DA LIPOMATOSE CERVICAL,15 a 19,2,1608.67,804.34
30212189,TRATAMENTO CIRÚRGICO DA LIPOMATOSE CERVICAL,20 a 29,18,18650.82,1036.16
30212189,TRATAMENTO CIRÚRGICO DA LIPOMATOSE CERVICAL,30 a 39,69,132149.24,1915.21
30212189,TRATAMENTO CIRÚRGICO DA LIPOMATOSE CERVICAL,40 a 49,90,115096.25,1278.85
30212189,TRATAMENTO CIRÚRGICO DA LIPOMATOSE CERVICAL,5 a 9,4,4144.52,1036.13
30212189,TRATAMENTO CIRÚRGICO DA LIPOMATOSE CERVICAL,50 a 59,81,113064.67,1395.86
30212189,TRATAMENTO CIRÚRGICO DA LIPOMATOSE CERVICAL,60 a 69,32,30222.74,944.46
30212189,TRATAMENTO CIRÚRGICO DA LIPOMATOSE CERVICAL,70 a 79,14,16894.61,1206.76
30212189,TRATAMENTO CIRÚRGICO DA LIPOMATOSE CERVICAL,80 ou mais,3,2723.07,907.69
30212189,TRATAMENTO CIRÚRGICO DA LIPOMATOSE CERVICAL,Não identificado,1,162,162
30212197,TRATAMENTO CIRÚRGICO DE FÍSTULA COM RETALHO CUTÂNEO,15 a 19,4,1950.89,487.72
30212197,TRATAMENTO CIRÚRGICO DE FÍSTULA COM RETALHO CUTÂNEO,20 a 29,5,7702.55,1540.51
30212197,TRATAMENTO CIRÚRGICO DE FÍSTULA COM RETALHO CUTÂNEO,30 a 39,8,6440.55,805.07
30212197,TRATAMENTO CIRÚRGICO DE FÍSTULA COM RETALHO CUTÂNEO,40 a 49,6,3117.53,519.59
30212197,TRATAMENTO CIRÚRGICO DE FÍSTULA COM RETALHO CUTÂNEO,50 a 59,12,5738.84,478.24
30212197,TRATAMENTO CIRÚRGICO DE FÍSTULA COM RETALHO CUTÂNEO,60 a 69,6,5708.24,951.37
30212197,TRATAMENTO CIRÚRGICO DE FÍSTULA COM RETALHO CUTÂNEO,70 a 79,6,4402.11,733.68
30212197,TRATAMENTO CIRÚRGICO DE FÍSTULA COM RETALHO CUTÂNEO,<1,2,1514.27,757.14
30213010,BIÓPSIA DE TIREÓIDE,1 a 4,3,703.91,234.64
30213010,BIÓPSIA DE TIREÓIDE,15 a 19,2,529.4,264.7
30213010,BIÓPSIA DE TIREÓIDE,20 a 29,1,719.18,719.18
30213010,BIÓPSIA DE TIREÓIDE,30 a 39,3,252.1,84.03
30213010,BIÓPSIA DE TIREÓIDE,40 a 49,5,398.2,79.64
30213010,BIÓPSIA DE TIREÓIDE,5 a 9,3,1877.79,625.93
30213010,BIÓPSIA DE TIREÓIDE,50 a 59,4,662.66,165.66
30213010,BIÓPSIA DE TIREÓIDE,60 a 69,2,159.31,79.66
30213010,BIÓPSIA DE TIREÓIDE,70 a 79,2,398.55,199.28
30213010,BIÓPSIA DE TIREÓIDE,80 ou mais,2,1750.96,875.48
30213029,BÓCIO MERGULHANTE: EXTIRPAÇÃO POR ACESSO CÉRVICO-TORÁCICO,10 a 14,1,1293.41,1293.41
30213029,BÓCIO MERGULHANTE: EXTIRPAÇÃO POR ACESSO CÉRVICO-TORÁCICO,15 a 19,5,8571.73,1714.35
30213029,BÓCIO MERGULHANTE: EXTIRPAÇÃO POR ACESSO CÉRVICO-TORÁCICO,20 a 29,39,85412.48,2190.06
30213029,BÓCIO MERGULHANTE: EXTIRPAÇÃO POR ACESSO CÉRVICO-TORÁCICO,30 a 39,116,263772.94,2273.9
30213029,BÓCIO MERGULHANTE: EXTIRPAÇÃO POR ACESSO CÉRVICO-TORÁCICO,40 a 49,160,418044.5,2612.78
30213029,BÓCIO MERGULHANTE: EXTIRPAÇÃO POR ACESSO CÉRVICO-TORÁCICO,5 a 9,1,2550,2550
30213029,BÓCIO MERGULHANTE: EXTIRPAÇÃO POR ACESSO CÉRVICO-TORÁCICO,50 a 59,132,369053.67,2795.86
30213029,BÓCIO MERGULHANTE: EXTIRPAÇÃO POR ACESSO CÉRVICO-TORÁCICO,60 a 69,100,242783.79,2427.84
30213029,BÓCIO MERGULHANTE: EXTIRPAÇÃO POR ACESSO CÉRVICO-TORÁCICO,70 a 79,66,174247.04,2640.11
30213029,BÓCIO MERGULHANTE: EXTIRPAÇÃO POR ACESSO CÉRVICO-TORÁCICO,80 ou mais,20,49970.87,2498.54
30213029,BÓCIO MERGULHANTE: EXTIRPAÇÃO POR ACESSO CÉRVICO-TORÁCICO,Não identificado,8,15836.78,1979.6
30213037,ISTMECTOMIA OU NODULECTOMIA,15 a 19,7,1815.64,259.38
30213037,ISTMECTOMIA OU NODULECTOMIA,20 a 29,8,2274.1,284.26
30213037,ISTMECTOMIA OU NODULECTOMIA,30 a 39,31,7131.21,230.04
30213037,ISTMECTOMIA OU NODULECTOMIA,40 a 49,45,10041.06,223.13
30213037,ISTMECTOMIA OU NODULECTOMIA,5 a 9,1,86.79,86.79
30213037,ISTMECTOMIA OU NODULECTOMIA,50 a 59,19,5921.74,311.67
30213037,ISTMECTOMIA OU NODULECTOMIA,60 a 69,13,6431.9,494.76
30213037,ISTMECTOMIA OU NODULECTOMIA,70 a 79,12,3262.01,271.83
30213037,ISTMECTOMIA OU NODULECTOMIA,80 ou mais,19,3438.85,180.99
30213037,ISTMECTOMIA OU NODULECTOMIA,Não identificado,3,354.88,118.29
30213045,TIREOIDECTOMIA PARCIAL,1 a 4,1,360.06,360.06
30213045,TIREOIDECTOMIA PARCIAL,10 a 14,9,7386.32,820.7
30213045,TIREOIDECTOMIA PARCIAL,15 a 19,32,65260.04,2039.38
30213045,TIREOIDECTOMIA PARCIAL,20 a 29,224,334708.12,1494.23
30213045,TIREOIDECTOMIA PARCIAL,30 a 39,507,20395003.14,40226.83
30213045,TIREOIDECTOMIA PARCIAL,40 a 49,390,528019.700000001,1353.9
30213045,TIREOIDECTOMIA PARCIAL,5 a 9,1,153.99,153.99
30213045,TIREOIDECTOMIA PARCIAL,50 a 59,271,368608.65,1360.18
30213045,TIREOIDECTOMIA PARCIAL,60 a 69,161,192280.57,1194.29
30213045,TIREOIDECTOMIA PARCIAL,70 a 79,43,50282.95,1169.37
30213045,TIREOIDECTOMIA PARCIAL,80 ou mais,14,13840.09,988.58
30213045,TIREOIDECTOMIA PARCIAL,<1,1,189.88,189.88
30213045,TIREOIDECTOMIA PARCIAL,Não identificado,12,11198.89,933.24
30213053,TIREOIDECTOMIA TOTAL,1 a 4,1,1192.23,1192.23
30213053,TIREOIDECTOMIA TOTAL,10 a 14,19,44846.32,2360.33
30213053,TIREOIDECTOMIA TOTAL,15 a 19,83,174970.82,2108.08
30213053,TIREOIDECTOMIA TOTAL,20 a 29,774,1490356.49,1925.53
30213053,TIREOIDECTOMIA TOTAL,30 a 39,2290,4853522.32999999,2119.44
30213053,TIREOIDECTOMIA TOTAL,40 a 49,2299.5,4844400.47999999,2106.72
30213053,TIREOIDECTOMIA TOTAL,5 a 9,4,4948.28,1237.07
30213053,TIREOIDECTOMIA TOTAL,50 a 59,1759,4221311.21,2399.84
30213053,TIREOIDECTOMIA TOTAL,60 a 69,1027,1971457.31,1919.63
30213053,TIREOIDECTOMIA TOTAL,70 a 79,333,587714.750000001,1764.91
30213053,TIREOIDECTOMIA TOTAL,80 ou mais,57,152590.65,2677.03
30213053,TIREOIDECTOMIA TOTAL,Não identificado,98,184940.95,1887.15
30214017,BIÓPSIA DE PARATIREÓIDE,1 a 4,1,132.4,132.4
30214017,BIÓPSIA DE PARATIREÓIDE,20 a 29,2,1115.43,557.72
30214017,BIÓPSIA DE PARATIREÓIDE,30 a 39,8,3234.56,404.32
30214017,BIÓPSIA DE PARATIREÓIDE,40 a 49,6,3125.22,520.87
30214017,BIÓPSIA DE PARATIREÓIDE,50 a 59,2,545.48,272.74
30214017,BIÓPSIA DE PARATIREÓIDE,60 a 69,2,1297.55,648.78
30214017,BIÓPSIA DE PARATIREÓIDE,70 a 79,1,210,210
30214017,BIÓPSIA DE PARATIREÓIDE,80 ou mais,1,569.24,569.24
30214025,PARATIREOIDECTOMIA COM TORACOTOMIA,15 a 19,1,758.4,758.4
30214025,PARATIREOIDECTOMIA COM TORACOTOMIA,20 a 29,5,9150.22,1830.04
30214025,PARATIREOIDECTOMIA COM TORACOTOMIA,30 a 39,9,17057.57,1895.29
30214025,PARATIREOIDECTOMIA COM TORACOTOMIA,40 a 49,11,21187.42,1926.13
30214025,PARATIREOIDECTOMIA COM TORACOTOMIA,50 a 59,13,36506.23,2808.17
30214025,PARATIREOIDECTOMIA COM TORACOTOMIA,60 a 69,11,20319.89,1847.26
30214025,PARATIREOIDECTOMIA COM TORACOTOMIA,70 a 79,7,13538.7,1934.1
30214033,REIMPLANTE DE PARATIREÓIDE PREVIAMENTE PRESERVADA,10 a 14,1,120.12,120.12
30214033,REIMPLANTE DE PARATIREÓIDE PREVIAMENTE PRESERVADA,20 a 29,11,5811.02,528.27
30214033,REIMPLANTE DE PARATIREÓIDE PREVIAMENTE PRESERVADA,30 a 39,40,26420.93,660.52
30214033,REIMPLANTE DE PARATIREÓIDE PREVIAMENTE PRESERVADA,40 a 49,38,16995.56,447.25
30214033,REIMPLANTE DE PARATIREÓIDE PREVIAMENTE PRESERVADA,50 a 59,22,14415.83,655.26
30214033,REIMPLANTE DE PARATIREÓIDE PREVIAMENTE PRESERVADA,60 a 69,17,8818.8,518.75
30214033,REIMPLANTE DE PARATIREÓIDE PREVIAMENTE PRESERVADA,70 a 79,6,4090.71,681.78
30214033,REIMPLANTE DE PARATIREÓIDE PREVIAMENTE PRESERVADA,80 ou mais,1,190.22,190.22
30214033,REIMPLANTE DE PARATIREÓIDE PREVIAMENTE PRESERVADA,Não identificado,1,205.43,205.43
30214041,TRATAMENTO CIRÚRGICO DO HIPERPARATIREOIDISMO PRIMÁRIO,10 a 14,2,1913.97,956.98
30214041,TRATAMENTO CIRÚRGICO DO HIPERPARATIREOIDISMO PRIMÁRIO,15 a 19,1,431.39,431.39
30214041,TRATAMENTO CIRÚRGICO DO HIPERPARATIREOIDISMO PRIMÁRIO,20 a 29,13,15711.09,1208.55
30214041,TRATAMENTO CIRÚRGICO DO HIPERPARATIREOIDISMO PRIMÁRIO,30 a 39,43,64459.4,1499.06
30214041,TRATAMENTO CIRÚRGICO DO HIPERPARATIREOIDISMO PRIMÁRIO,40 a 49,81,138452.76,1709.29
30214041,TRATAMENTO CIRÚRGICO DO HIPERPARATIREOIDISMO PRIMÁRIO,50 a 59,159,278891.34,1754.03
30214041,TRATAMENTO CIRÚRGICO DO HIPERPARATIREOIDISMO PRIMÁRIO,60 a 69,159,226013.91,1421.47
30214041,TRATAMENTO CIRÚRGICO DO HIPERPARATIREOIDISMO PRIMÁRIO,70 a 79,58,92508.09,1594.97
