cd_procedimento,termo,categoria,tot_qt,tot_vl,mean_vl
30205050,Amigdalectomia das palatinas,N. I.,250,118033.18,472.13
30205069,Amigdalectomia lingual,Masculino,1290.5,654379.600000001,507.07
30205069,Amigdalectomia lingual,Feminino,1152,797798.97,692.53
30205069,Amigdalectomia lingual,N. I.,33,12821.51,388.53
30205077,"Biópsia do cavum, orofaringe ou hipofaringe",Masculino,161,40446.49,251.22
30205077,"Biópsia do cavum, orofaringe ou hipofaringe",Feminino,101,36391.74,360.31
30205077,"Biópsia do cavum, orofaringe ou hipofaringe",N. I.,2,788.19,394.1
30205085,Cauterização (qualquer técnica) por sessão,Masculino,713,48071.45,67.42
30205085,Cauterização (qualquer técnica) por sessão,Feminino,698,47567.73,68.15
30205085,Cauterização (qualquer técnica) por sessão,N. I.,38,3784.45,99.59
30205093,Corpo estranho de faringe - retirada em consultório,Masculino,3,470.04,156.68
30205093,Corpo estranho de faringe - retirada em consultório,Feminino,2,609.41,304.71
30205093,Corpo estranho de faringe - retirada em consultório,N. I.,0,0,0
30205107,Corpo estranho de faringe - retirada sob anestesia geral,Masculino,45,16424.09,364.98
30205107,Corpo estranho de faringe - retirada sob anestesia geral,Feminino,46,19511.77,424.17
30205107,Corpo estranho de faringe - retirada sob anestesia geral,N. I.,2,599.5,299.75
30205115,Criptólise amigdaliana,Masculino,8,5315.55,664.44
30205115,Criptólise amigdaliana,Feminino,20,10919.26,545.96
30205115,Criptólise amigdaliana,N. I.,1,662.33,662.33
30205140,Faringolaringectomia,Masculino,17,41538.74,2443.46
30205140,Faringolaringectomia,Feminino,6,5437.73,906.29
30205140,Faringolaringectomia,N. I.,0,0,0
30205158,Faringolaringoesofagectomia total,Masculino,5,14226.62,2845.32
30205158,Faringolaringoesofagectomia total,Feminino,2,5840.99,2920.5
30205158,Faringolaringoesofagectomia total,N. I.,1,4030.8,4030.8
30205166,Ressecção de nasoangiofibroma,Masculino,8,9830.74,1228.84
30205166,Ressecção de nasoangiofibroma,Feminino,3,7398.25,2466.08
30205166,Ressecção de nasoangiofibroma,N. I.,0,0,0
30205174,Ressecção de tumor de faringe (via bucal ou nasal),Masculino,216,304959.66,1411.85
30205174,Ressecção de tumor de faringe (via bucal ou nasal),Feminino,126,201854.24,1602.02
30205174,Ressecção de tumor de faringe (via bucal ou nasal),N. I.,6,6366.89,1061.15
30205182,Ressecção de tumor de faringe com acesso por faringotomia ou por retalho jugal,Masculino,83,180081.36,2169.65
30205182,Ressecção de tumor de faringe com acesso por faringotomia ou por retalho jugal,Feminino,43,82515.97,1918.98
30205182,Ressecção de tumor de faringe com acesso por faringotomia ou por retalho jugal,N. I.,2,3017.97,1508.99
30205190,Ressecção de tumor de faringe com mandibulectomia,Masculino,8,16090.76,2011.34
30205190,Ressecção de tumor de faringe com mandibulectomia,Feminino,4,5168.24,1292.06
30205190,Ressecção de tumor de faringe com mandibulectomia,N. I.,0,0,0
30205204,Ressecção de tumor de faringe por mandibulotomia,Masculino,15,36126.82,2408.45
30205204,Ressecção de tumor de faringe por mandibulotomia,Feminino,9,28450.42,3161.16
30205204,Ressecção de tumor de faringe por mandibulotomia,N. I.,0,0,0
30205212,Ressecção de tumor de nasofaringe via endoscópica,Masculino,25,26583.76,1063.35
30205212,Ressecção de tumor de nasofaringe via endoscópica,Feminino,18,18857.57,1047.64
30205212,Ressecção de tumor de nasofaringe via endoscópica,N. I.,0,0,0
30205220,Tonsilectomia a laser,Masculino,1,399.84,399.84
30205220,Tonsilectomia a laser,Feminino,0,0,0
30205220,Tonsilectomia a laser,N. I.,0,0,0
30205239,Tumor de boca ou faringe - ressecção,Masculino,365.5,359931.46,984.76
30205239,Tumor de boca ou faringe - ressecção,Feminino,318,307798.88,967.92
30205239,Tumor de boca ou faringe - ressecção,N. I.,6,2250.65,375.11
30205247,Uvulopalatofaringoplastia (qualquer técnica),Masculino,4156,9234982.83000001,2222.08
30205247,Uvulopalatofaringoplastia (qualquer técnica),Feminino,1645,3218323.4,1956.43
30205247,Uvulopalatofaringoplastia (qualquer técnica),N. I.,62,98857.88,1594.48
30205263,Uvulopalatofaringoplastia por radiofrequência,Masculino,4,8149.59,2037.4
30205263,Uvulopalatofaringoplastia por radiofrequência,Feminino,5,4123.84,824.77
30205263,Uvulopalatofaringoplastia por radiofrequência,N. I.,1,1774.36,1774.36
30205271,Adenoidectomia por videoendoscopia,Masculino,4480.5,3459429.71000001,772.11
30205271,Adenoidectomia por videoendoscopia,Feminino,3274,8065932.41999999,2463.63
30205271,Adenoidectomia por videoendoscopia,N. I.,92,68151.55,740.78
30205280,Ressecção de nasoangiofibroma por videoendoscopia,Masculino,4,10715.38,2678.85
30205280,Ressecção de nasoangiofibroma por videoendoscopia,Feminino,0,0,0
30205280,Ressecção de nasoangiofibroma por videoendoscopia,N. I.,0,0,0
30206014,Alargamento de traqueostomia,Masculino,282,167868.46,595.28
30206014,Alargamento de traqueostomia,Feminino,181,117936.56,651.58
30206014,Alargamento de traqueostomia,N. I.,9,3212.39,356.93
30206022,Aritenoidectomia microcirúrgica,Masculino,15,11571.29,771.42
30206022,Aritenoidectomia microcirúrgica,Feminino,7,4339.07,619.87
30206022,Aritenoidectomia microcirúrgica,N. I.,0,0,0
30206030,Aritenoidectomia ou aritenopexia via externa,Masculino,2,2274.62,1137.31
30206030,Aritenoidectomia ou aritenopexia via externa,Feminino,1,518.23,518.23
30206030,Aritenoidectomia ou aritenopexia via externa,N. I.,0,0,0
30206049,Confecção de fístula tráqueo-esofágica para prótese fonatória com miotomia faríngea,Masculino,14,67495.78,4821.13
30206049,Confecção de fístula tráqueo-esofágica para prótese fonatória com miotomia faríngea,Feminino,1,561,561
30206049,Confecção de fístula tráqueo-esofágica para prótese fonatória com miotomia faríngea,N. I.,0,0,0
30206065,Exérese de tumor por via endoscópica,Masculino,98,100444.65,1024.95
30206065,Exérese de tumor por via endoscópica,Feminino,36,28243.23,784.53
30206065,Exérese de tumor por via endoscópica,N. I.,1,489.43,489.43
30206103,Injeção intralaríngea de toxina botulínica,Masculino,17,7035.41,413.85
30206103,Injeção intralaríngea de toxina botulínica,Feminino,24,9730.13,405.42
30206103,Injeção intralaríngea de toxina botulínica,N. I.,2,351.03,175.51
30206120,Laringectomia parcial,Masculino,348,687703.91,1976.16
30206120,Laringectomia parcial,Feminino,153,302626.16,1977.95
30206120,Laringectomia parcial,N. I.,6,8929.06,1488.18
30206138,Laringectomia total,Masculino,69,151543.39,2196.28
30206138,Laringectomia total,Feminino,22,37283.94,1694.72
30206138,Laringectomia total,N. I.,2,3260.69,1630.35
30206170,Laringofissura (inclusive com cordectomia),Masculino,85,90767.88,1067.86
30206170,Laringofissura (inclusive com cordectomia),Feminino,44,47459.5,1078.62
30206170,Laringofissura (inclusive com cordectomia),N. I.,0,0,0
30206200,Laringotraqueoplastia,Masculino,59,171298.61,2903.37
30206200,Laringotraqueoplastia,Feminino,34,79811.93,2347.41
30206200,Laringotraqueoplastia,N. I.,0,0,0
30206219,Microcirurgia com laser para remoção de lesões malignas,Masculino,122,198790.87,1629.43
30206219,Microcirurgia com laser para remoção de lesões malignas,Feminino,47,103131.03,2194.28
30206219,Microcirurgia com laser para remoção de lesões malignas,N. I.,0,0,0
30206227,Microcirurgia com uso de laser para ressecção de lesões benignas,Masculino,147,155531.23,1058.04
30206227,Microcirurgia com uso de laser para ressecção de lesões benignas,Feminino,109,161372.5,1480.48
30206227,Microcirurgia com uso de laser para ressecção de lesões benignas,N. I.,2,1713.91,856.96
30206235,Microcirurgia para decorticação ou tratamento de edema de Reinke,Masculino,97,82288.19,848.33
30206235,Microcirurgia para decorticação ou tratamento de edema de Reinke,Feminino,35,25027.54,715.07
30206235,Microcirurgia para decorticação ou tratamento de edema de Reinke,N. I.,2,1569.68,784.84
30206243,Microcirurgia para remoção de cisto ou lesão intracordal,Masculino,152,128566.14,845.83
30206243,Microcirurgia para remoção de cisto ou lesão intracordal,Feminino,127,110359.36,868.97
30206243,Microcirurgia para remoção de cisto ou lesão intracordal,N. I.,5,3710.81,742.16
30206251,Microcirurgia para ressecção de papiloma,Masculino,139,102887.04,740.19
30206251,Microcirurgia para ressecção de papiloma,Feminino,46,43010.09,935
30206251,Microcirurgia para ressecção de papiloma,N. I.,1,1863.2,1863.2
30206260,"Microcirurgia para ressecção de pólipo, nódulo ou granuloma",Masculino,292,177487.18,607.83
30206260,"Microcirurgia para ressecção de pólipo, nódulo ou granuloma",Feminino,189.5,126612.56,668.14
30206260,"Microcirurgia para ressecção de pólipo, nódulo ou granuloma",N. I.,4,1613.81,403.45
30206278,Microcirurgia para tratamento de paralisia de prega vocal (inclui injeção de materiais),Masculino,21,12903.5,614.45
30206278,Microcirurgia para tratamento de paralisia de prega vocal (inclui injeção de materiais),Feminino,13,10350.3,796.18
30206278,Microcirurgia para tratamento de paralisia de prega vocal (inclui injeção de materiais),N. I.,1,438.13,438.13
30206294,Reconstrução para fonação após laringectomia,Masculino,19,13772.81,724.88
30206294,Reconstrução para fonação após laringectomia,Feminino,5,2768.3,553.66
30206294,Reconstrução para fonação após laringectomia,N. I.,0,0,0
30206308,Tiroplastia tipo 1 com rotação de aritenóide,Masculino,6,9383.48,1563.91
30206308,Tiroplastia tipo 1 com rotação de aritenóide,Feminino,6,10575.65,1762.61
30206308,Tiroplastia tipo 1 com rotação de aritenóide,N. I.,1,1174.16,1174.16
30206316,Tiroplastia tipo 1 simples,Masculino,0,0,0
30206316,Tiroplastia tipo 1 simples,Feminino,4,4437.87,1109.47
30206316,Tiroplastia tipo 1 simples,N. I.,0,0,0
30206324,Tiroplastia tipo 2 ou 3,Masculino,9,35971.34,3996.82
30206324,Tiroplastia tipo 2 ou 3,Feminino,1,1404,1404
30206324,Tiroplastia tipo 2 ou 3,N. I.,0,0,0
30206359,Tratamento cirúrgico da estenose laringo-traqueal,Masculino,26,78946.12,3036.39
30206359,Tratamento cirúrgico da estenose laringo-traqueal,Feminino,22,50095.44,2277.07
30206359,Tratamento cirúrgico da estenose laringo-traqueal,N. I.,3,6509.84,2169.95
30206367,Tratamento cirúrgico de trauma laríngeo (agudo),Masculino,0,0,0
30206367,Tratamento cirúrgico de trauma laríngeo (agudo),Feminino,1,633.2,633.2
30206367,Tratamento cirúrgico de trauma laríngeo (agudo),N. I.,0,0,0
30207010,Redução de fratura do malar (sem fixação),Masculino,98,131516.5,1342.01
30207010,Redução de fratura do malar (sem fixação),Feminino,57,89632.5,1572.5
30207010,Redução de fratura do malar (sem fixação),N. I.,1,539.83,539.83
30207029,Redução de fratura do malar (com fixação),Masculino,564,369541.61,655.22
30207029,Redução de fratura do malar (com fixação),Feminino,193,144653.94,749.5
30207029,Redução de fratura do malar (com fixação),N. I.,11,9627.01,875.18
30207037,Redução de fratura de seio frontal (acesso frontal),Masculino,35.5,38365.06,1080.71
30207037,Redução de fratura de seio frontal (acesso frontal),Feminino,15,27255.2,1817.01
30207037,Redução de fratura de seio frontal (acesso frontal),N. I.,1,767.74,767.74
30207045,Redução de fratura de seio frontal (acesso coronal),Masculino,66,73711.91,1116.85
30207045,Redução de fratura de seio frontal (acesso coronal),Feminino,7,6920.95,988.71
30207045,Redução de fratura de seio frontal (acesso coronal),N. I.,0,0,0
30207061,Fratura do arco zigomático - redução instrumental sem fixação,Masculino,149,47596.12,319.44
30207061,Fratura do arco zigomático - redução instrumental sem fixação,Feminino,34,7850.27,230.89
30207061,Fratura do arco zigomático - redução instrumental sem fixação,N. I.,4,2585.43,646.36
30207070,Fratura do arco zigomático - redução cirúrgica com fixação,Masculino,273.5,130083.96,475.63
30207070,Fratura do arco zigomático - redução cirúrgica com fixação,Feminino,99,43535.26,439.75
30207070,Fratura do arco zigomático - redução cirúrgica com fixação,N. I.,6,4031.51,671.92
30207088,Fratura  simples de mandíbula com contenção e bloqueio intermaxilar eventual,Masculino,47,35421.62,753.65
30207088,Fratura  simples de mandíbula com contenção e bloqueio intermaxilar eventual,Feminino,25,26354.2,1054.17
30207088,Fratura  simples de mandíbula com contenção e bloqueio intermaxilar eventual,N. I.,1,1361.29,1361.29
30207096,Fratura simples de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual,Masculino,101,128723.48,1274.49
30207096,Fratura simples de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual,Feminino,41,45675.91,1114.05
30207096,Fratura simples de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual,N. I.,4,4247.8,1061.95
30207100,Fratura naso etmóido órbito-etmoidal,Masculino,211,329188,1560.13
30207100,Fratura naso etmóido órbito-etmoidal,Feminino,67,107109.28,1598.65
30207100,Fratura naso etmóido órbito-etmoidal,N. I.,2,1231.27,615.64
30207118,Fratura cominutiva de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual,Masculino,95,193295.67,2034.69
30207118,Fratura cominutiva de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual,Feminino,30,57968.75,1932.29
30207118,Fratura cominutiva de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual,N. I.,3,4343.87,1447.96
30207126,Fraturas complexas de mandíbula - redução cirúrgica com fixação óssea e eventual bloqueio intermaxilar,Masculino,410,868240.33,2117.66
30207126,Fraturas complexas de mandíbula - redução cirúrgica com fixação óssea e eventual bloqueio intermaxilar,Feminino,163,364992.61,2239.22
30207126,Fraturas complexas de mandíbula - redução cirúrgica com fixação óssea e eventual bloqueio intermaxilar,N. I.,6,11300.37,1883.4
30207134,Fraturas alveolares - fixação com aparelho e contenção,Masculino,169,40045.76,236.96
30207134,Fraturas alveolares - fixação com aparelho e contenção,Feminino,84,27416.93,326.39
30207134,Fraturas alveolares - fixação com aparelho e contenção,N. I.,8,2314.7,289.34
30207142,"Fratura de maxila, tipo Lefort I e II - redução e aplicação de levantamento zigomático-maxilar com bloqueio intermaxilar eventual",Masculino,87,98259.4,1129.42
30207142,"Fratura de maxila, tipo Lefort I e II - redução e aplicação de levantamento zigomático-maxilar com bloqueio intermaxilar eventual",Feminino,29,49216.64,1697.13
30207142,"Fratura de maxila, tipo Lefort I e II - redução e aplicação de levantamento zigomático-maxilar com bloqueio intermaxilar eventual",N. I.,1,382.79,382.79
30207150,"Fratura de maxila, tipo Lefort III - redução e aplicação de levantamento crânio-maxilar com bloqueio intermaxilar eventual",Masculino,11,9610.19,873.65
30207150,"Fratura de maxila, tipo Lefort III - redução e aplicação de levantamento crânio-maxilar com bloqueio intermaxilar eventual",Feminino,1,426.85,426.85
30207150,"Fratura de maxila, tipo Lefort III - redução e aplicação de levantamento crânio-maxilar com bloqueio intermaxilar eventual",N. I.,1,585.9,585.9
30207169,"Fratura Lefort I - fixação cirúrgica com síntese óssea, levantamento e bloqueio intermaxilar eventual",Masculino,75,91620.08,1221.6
30207169,"Fratura Lefort I - fixação cirúrgica com síntese óssea, levantamento e bloqueio intermaxilar eventual",Feminino,29,30588.02,1054.76
30207169,"Fratura Lefort I - fixação cirúrgica com síntese óssea, levantamento e bloqueio intermaxilar eventual",N. I.,0,0,0
30207177,"Fratura Lefort II - fixação cirúrgica com síntese óssea, levantamento e bloqueio intermaxilar eventual",Masculino,31,40638.13,1310.91
30207177,"Fratura Lefort II - fixação cirúrgica com síntese óssea, levantamento e bloqueio intermaxilar eventual",Feminino,9,14852.88,1650.32
30207177,"Fratura Lefort II - fixação cirúrgica com síntese óssea, levantamento e bloqueio intermaxilar eventual",N. I.,0,0,0
30207185,"Fratura Lefort III - fixação cirúrgica com síntese óssea, levantamento crânio-maxilar e bloqueio intermaxilar eventual",Masculino,18,19844.74,1102.49
30207185,"Fratura Lefort III - fixação cirúrgica com síntese óssea, levantamento crânio-maxilar e bloqueio intermaxilar eventual",Feminino,3,2227.27,742.42
30207185,"Fratura Lefort III - fixação cirúrgica com síntese óssea, levantamento crânio-maxilar e bloqueio intermaxilar eventual",N. I.,0,0,0
30207193,"Fraturas múltiplas de terço médio da face:fixação cirúrgica com síntese óssea, levantamento crânio maxilar e bloqueio intermaxilar",Masculino,134,299691.13,2236.5
30207193,"Fraturas múltiplas de terço médio da face:fixação cirúrgica com síntese óssea, levantamento crânio maxilar e bloqueio intermaxilar",Feminino,70,217564.02,3108.06
30207193,"Fraturas múltiplas de terço médio da face:fixação cirúrgica com síntese óssea, levantamento crânio maxilar e bloqueio intermaxilar",N. I.,1,6057.14,6057.14
30207207,"Fraturas complexas do terço médio da face, fixação cirúrgica com síntese, levantamento crânio-maxilar, enxerto ósseo, halo craniano eventual",Masculino,220,593700.33,2698.64
30207207,"Fraturas complexas do terço médio da face, fixação cirúrgica com síntese, levantamento crânio-maxilar, enxerto ósseo, halo craniano eventual",Feminino,74,204000.76,2756.77
30207207,"Fraturas complexas do terço médio da face, fixação cirúrgica com síntese, levantamento crânio-maxilar, enxerto ósseo, halo craniano eventual",N. I.,3,12051.73,4017.24
30207215,Retirada dos meios de fixação (na face),Masculino,146,42698.86,292.46
30207215,Retirada dos meios de fixação (na face),Feminino,149,53080.2,356.24
30207215,Retirada dos meios de fixação (na face),N. I.,8,1189.52,148.69
30207223,Tratamento conservador de fratura de ossos,Masculino,46,12034.97,261.63
30207223,Tratamento conservador de fratura de ossos,Feminino,38,10500.06,276.32
30207223,Tratamento conservador de fratura de ossos,N. I.,3,957.73,319.24
30207231,Redução de luxação do ATM,Masculino,5,2586.47,517.29
30207231,Redução de luxação do ATM,Feminino,11,3423.62,311.24
30207231,Redução de luxação do ATM,N. I.,0,0,0
30208017,Artroplastia para luxação recidivante da articulação têmporo-mandibular,Masculino,623,1478359.6,2372.97
30208017,Artroplastia para luxação recidivante da articulação têmporo-mandibular,Feminino,2009,5099945.17,2538.55
30208017,Artroplastia para luxação recidivante da articulação têmporo-mandibular,N. I.,32,83367.14,2605.22
30208025,"Osteoplastia para prognatismo, micrognatismo ou laterognatismo",Masculino,1332,2416079.73,1813.87
30208025,"Osteoplastia para prognatismo, micrognatismo ou laterognatismo",Feminino,1883.5,3812061.18,2023.92
30208025,"Osteoplastia para prognatismo, micrognatismo ou laterognatismo",N. I.,28,48393.85,1728.35
30208033,Osteotomias alvéolo palatinas,Masculino,1370,1816795.38,1326.13
30208033,Osteotomias alvéolo palatinas,Feminino,1668,2156991.41,1293.16
30208033,Osteotomias alvéolo palatinas,N. I.,30,41358.19,1378.61
30208041,Osteotomias segmentares da maxila ou malar,Masculino,1352.5,1035036.48,765.28
30208041,Osteotomias segmentares da maxila ou malar,Feminino,1713,1622676.42,947.27
30208041,Osteotomias segmentares da maxila ou malar,N. I.,31,19297.49,622.5
30208050,Osteotomia tipo Lefort I,Masculino,1421,1663375.25,1170.57
30208050,Osteotomia tipo Lefort I,Feminino,1822.5,2131891.39,1169.76
30208050,Osteotomia tipo Lefort I,N. I.,31,49776.92,1605.71
30208068,Osteotomia tipo Lefort II,Masculino,23,28599.02,1243.44
30208068,Osteotomia tipo Lefort II,Feminino,18,39851.38,2213.97
30208068,Osteotomia tipo Lefort II,N. I.,0,0,0
30208076,Osteotomia tipo Lefort III - extracraniana,Masculino,4,20170.86,5042.72
30208076,Osteotomia tipo Lefort III - extracraniana,Feminino,2,13052.94,6526.47
30208076,Osteotomia tipo Lefort III - extracraniana,N. I.,0,0,0
30208084,Osteotomia crânio-maxilares complexas,Masculino,141,284416.64,2017.14
30208084,Osteotomia crânio-maxilares complexas,Feminino,192,431847.24,2249.2
30208084,Osteotomia crânio-maxilares complexas,N. I.,1,940.63,940.63
30208092,Redução simples da luxação da articulação têmporo-mandibular com fixação intermaxilar,Masculino,21,12405.79,590.75
30208092,Redução simples da luxação da articulação têmporo-mandibular com fixação intermaxilar,Feminino,26,24146.5,928.71
30208092,Redução simples da luxação da articulação têmporo-mandibular com fixação intermaxilar,N. I.,0,0,0
30208106,Reconstrução parcial da mandíbula com enxerto ósseo,Masculino,633,1343987.05,2123.2
30208106,Reconstrução parcial da mandíbula com enxerto ósseo,Feminino,714,1441840.26,2019.38
30208106,Reconstrução parcial da mandíbula com enxerto ósseo,N. I.,16,32290.95,2018.18
30208114,Reconstrução total de mandíbula com prótese e ou enxerto ósseo,Masculino,70,158387.75,2262.68
30208114,Reconstrução total de mandíbula com prótese e ou enxerto ósseo,Feminino,100,329373.89,3293.74
30208114,Reconstrução total de mandíbula com prótese e ou enxerto ósseo,N. I.,1,24000,24000
30208122,Tratamento cirúrgico de anquilose da articulação têmporo-mandibular,Masculino,8,13363.32,1670.41
30208122,Tratamento cirúrgico de anquilose da articulação têmporo-mandibular,Feminino,21,40699.15,1938.05
30208122,Tratamento cirúrgico de anquilose da articulação têmporo-mandibular,N. I.,1,324,324
30208130,Translocação etmóido orbital para tratamento do hipertelorismo    miocutâneo associado a expansor de tecido - por lado,Masculino,7,93338.86,13334.12
30208130,Translocação etmóido orbital para tratamento do hipertelorismo    miocutâneo associado a expansor de tecido - por lado,Feminino,0,0,0
30208130,Translocação etmóido orbital para tratamento do hipertelorismo    miocutâneo associado a expansor de tecido - por lado,N. I.,2,10734.94,5367.47
30208149,Tratamento cirúrgico ou artroplastia para luxação da articulação têmporo mandibular por artroscopia,Masculino,12,24542.07,2045.17
30208149,Tratamento cirúrgico ou artroplastia para luxação da articulação têmporo mandibular por artroscopia,Feminino,36,36153.49,1004.26
30208149,Tratamento cirúrgico ou artroplastia para luxação da articulação têmporo mandibular por artroscopia,N. I.,0,0,0
30209013,Osteoplastias etmóido orbitais,Masculino,24,54556.45,2273.19
30209013,Osteoplastias etmóido orbitais,Feminino,7,8102.94,1157.56
30209013,Osteoplastias etmóido orbitais,N. I.,0,0,0
30209021,Osteoplastias de mandíbula,Masculino,1787,3983827.43,2229.34
30209021,Osteoplastias de mandíbula,Feminino,2284,5713758.73,2501.65
30209021,Osteoplastias de mandíbula,N. I.,47,69011.96,1468.34
30209030,Osteoplastias do arco zigomático,Masculino,53,30474.42,574.99
30209030,Osteoplastias do arco zigomático,Feminino,41,19738.66,481.43
30209030,Osteoplastias do arco zigomático,N. I.,1,382.79,382.79
30209048,Osteoplastias da órbita,Masculino,132,167640,1270
30209048,Osteoplastias da órbita,Feminino,70,102119.4,1458.85
30209048,Osteoplastias da órbita,N. I.,1,702.02,702.02
30209056,Correção cirúrgica de depressão (afundamento) da região frontal,Masculino,48,77311.35,1610.65
30209056,Correção cirúrgica de depressão (afundamento) da região frontal,Feminino,16,26463.59,1653.97
30209056,Correção cirúrgica de depressão (afundamento) da região frontal,N. I.,0,0,0
30210011,"Hemiatrofia facial, correção com enxerto de gordura ou implante",Masculino,16,22060.51,1378.78
30210011,"Hemiatrofia facial, correção com enxerto de gordura ou implante",Feminino,51,87251.88,1710.82
30210011,"Hemiatrofia facial, correção com enxerto de gordura ou implante",N. I.,3,3408.46,1136.15
30210020,"Correção de tumores, cicatrizes ou ferimentos com o auxílio de expansores de tecidos - por estágio",Masculino,9,9303.03,1033.67
30210020,"Correção de tumores, cicatrizes ou ferimentos com o auxílio de expansores de tecidos - por estágio",Feminino,50,49806.54,996.13
30210020,"Correção de tumores, cicatrizes ou ferimentos com o auxílio de expansores de tecidos - por estágio",N. I.,0,0,0
30210038,"Paralisia facial - reanimação com o músculo temporal (região oral), sem neurotização",Masculino,3,4304.6,1434.87
30210038,"Paralisia facial - reanimação com o músculo temporal (região oral), sem neurotização",Feminino,3,4986.23,1662.08
30210038,"Paralisia facial - reanimação com o músculo temporal (região oral), sem neurotização",N. I.,0,0,0
30210046,"Paralisia facial - reanimação com o músculo temporal (região orbital), sem neurotização",Masculino,5,9425.87,1885.17
30210046,"Paralisia facial - reanimação com o músculo temporal (região orbital), sem neurotização",Feminino,5,6168.38,1233.68
30210046,"Paralisia facial - reanimação com o músculo temporal (região orbital), sem neurotização",N. I.,0,0,0
30210054,Paralisia facial - reanimação com o músculo temporal (região oral) com neurotização,Masculino,4,8452.16,2113.04
30210054,Paralisia facial - reanimação com o músculo temporal (região oral) com neurotização,Feminino,3,8545.97,2848.66
30210054,Paralisia facial - reanimação com o músculo temporal (região oral) com neurotização,N. I.,0,0,0
30210062,Paralisia facial - reanimação com o músculo temporal (região orbital e oral) com neurotização,Masculino,1,3034.18,3034.18
30210062,Paralisia facial - reanimação com o músculo temporal (região orbital e oral) com neurotização,Feminino,5,17480.54,3496.11
30210062,Paralisia facial - reanimação com o músculo temporal (região orbital e oral) com neurotização,N. I.,0,0,0
30210070,Reconstrução com retalhos axiais supra-orbitais e supratrocleares,Masculino,45,70662.26,1570.27
30210070,Reconstrução com retalhos axiais supra-orbitais e supratrocleares,Feminino,35,42982.09,1228.06
30210070,Reconstrução com retalhos axiais supra-orbitais e supratrocleares,N. I.,1,1019.12,1019.12
30210089,Reconstrução com retalho axial da artéria temporal superficial,Masculino,26,30857.47,1186.83
30210089,Reconstrução com retalho axial da artéria temporal superficial,Feminino,24,31954.92,1331.45
30210089,Reconstrução com retalho axial da artéria temporal superficial,N. I.,0,0,0
30210097,Reconstrução com retalhos em VY de pedículo subarterial,Masculino,224,383039.72,1710
30210097,Reconstrução com retalhos em VY de pedículo subarterial,Feminino,172,332260.84,1931.75
30210097,Reconstrução com retalhos em VY de pedículo subarterial,N. I.,5,2668.01,533.6
30210100,Reconstrução com rotação do músculo temporal,Masculino,676.5,662436.910000001,979.21
30210100,Reconstrução com rotação do músculo temporal,Feminino,613,595901.26,972.11
30210100,Reconstrução com rotação do músculo temporal,N. I.,19,30276.76,1593.51
30210119,Exérese de tumor maligno de pele,Masculino,548,151502.44,276.46
30210119,Exérese de tumor maligno de pele,Feminino,478.5,115364.64,241.1
30210119,Exérese de tumor maligno de pele,N. I.,13,5882.14,452.47
30210127,"Exérese de tumor benigno, cisto ou fístula",Masculino,1194,375213.2,314.25
30210127,"Exérese de tumor benigno, cisto ou fístula",Feminino,983,336345.13,342.16
30210127,"Exérese de tumor benigno, cisto ou fístula",N. I.,22,5356.48,243.48
30211018,Biópsia de mandíbula,Masculino,115,45199.75,393.04
30211018,Biópsia de mandíbula,Feminino,110,39065.37,355.14
30211018,Biópsia de mandíbula,N. I.,5,1433.69,286.74
30211034,Ressecção de tumor de mandíbula com desarticulação de ATM,Masculino,14,19627.02,1401.93
30211034,Ressecção de tumor de mandíbula com desarticulação de ATM,Feminino,20,21806.26,1090.31
30211034,Ressecção de tumor de mandíbula com desarticulação de ATM,N. I.,0,0,0
30211042,Hemimandibulectomia ou ressecção segmentar ou seccional da mandíbula,Masculino,160,258018.86,1612.62
30211042,Hemimandibulectomia ou ressecção segmentar ou seccional da mandíbula,Feminino,159,279121.47,1755.48
30211042,Hemimandibulectomia ou ressecção segmentar ou seccional da mandíbula,N. I.,6,6682.32,1113.72
30211050,Mandibulectomia total,Masculino,8,7060.73,882.59
30211050,Mandibulectomia total,Feminino,5,5189.6,1037.92
30211050,Mandibulectomia total,N. I.,0,0,0
30211069,Mandibulectomia com ou sem esvaziamento orbitário e rinotomia lateral,Masculino,4,8582.05,2145.51
30211069,Mandibulectomia com ou sem esvaziamento orbitário e rinotomia lateral,Feminino,4,13535.83,3383.96
30211069,Mandibulectomia com ou sem esvaziamento orbitário e rinotomia lateral,N. I.,0,0,0
30212014,Cervicotomia exploradora,Masculino,512,595699.26,1163.48
30212014,Cervicotomia exploradora,Feminino,482,604765.06,1254.7
30212014,Cervicotomia exploradora,N. I.,7,5097.64,728.23
30212022,Drenagem de abscesso cervical profundo,Masculino,422,286861.73,679.77
30212022,Drenagem de abscesso cervical profundo,Feminino,393,302571.02,769.9
30212022,Drenagem de abscesso cervical profundo,N. I.,12,9972.46,831.04
30212030,Esvaziamento cervical radical (especificar o lado),Masculino,419,657169.27,1568.42
30212030,Esvaziamento cervical radical (especificar o lado),Feminino,483,771527.47,1597.37
